seismic_zone,ground_acceleration_g,p_wave_velocity_kms,s_wave_velocity_kms,recent_quakes_30d,max_recent_magnitude,fault_distance_km,soil_type,building_age_years,bedrock_depth_m,historical_count_5y,population_density,hour_of_day,month,risk_level
2,0.121,5.29,3.27,2,2.2,143.6,4,88,47.6,7,1930.0,22,11,0
3,0.077,4.37,3.12,5,4.5,204.1,4,24,57.5,22,756.0,3,9,1
5,0.338,5.31,3.11,11,5.6,95.3,3,61,30.2,28,2788.0,0,3,3
2,0.057,6.33,2.83,5,3.3,126.5,3,97,28.6,11,2695.0,13,5,0
2,0.464,5.47,3.38,0,3.0,86.3,4,35,89.7,17,1167.0,12,10,1
4,0.25,3.61,2.55,15,3.2,88.9,3,6,62.5,24,4428.0,13,3,2
4,0.166,4.27,2.8,9,4.0,81.6,2,81,21.4,21,944.0,1,3,2
2,0.013,4.82,3.21,6,2.5,171.9,3,44,11.9,8,1985.0,1,8,1
3,0.052,4.42,3.08,5,3.6,132.0,1,5,24.1,15,4531.0,2,6,1
4,0.53,5.0,3.46,5,5.5,43.9,4,55,70.2,18,926.0,4,4,3
4,0.146,5.61,2.74,6,3.7,132.8,1,16,76.2,15,1342.0,15,4,1
4,0.025,4.94,3.28,14,4.5,87.3,3,25,74.8,20,5135.0,12,4,2
2,0.162,5.03,2.98,7,2.8,194.5,4,84,70.8,10,4383.0,18,11,1
4,0.782,4.66,2.77,7,4.9,78.8,1,97,49.5,25,4046.0,6,10,2
4,0.035,5.21,3.36,5,5.1,219.2,4,43,65.6,26,2545.0,16,10,2
3,0.087,4.38,2.95,3,3.7,149.5,3,18,59.0,10,3748.0,15,4,1
3,0.252,4.94,3.34,6,4.7,134.3,1,62,60.4,12,2816.0,17,9,1
4,0.095,4.75,2.91,11,2.4,74.3,1,46,22.8,19,1112.0,21,9,2
2,0.176,5.81,3.05,1,2.6,230.6,3,54,49.4,9,4361.0,19,5,0
4,0.519,5.14,3.07,12,2.8,134.5,3,46,19.4,22,847.0,22,4,2
2,0.035,5.94,2.88,6,2.4,303.0,3,92,18.9,12,3894.0,6,10,1
3,0.025,4.81,3.11,7,2.4,115.8,3,14,50.2,13,5294.0,15,8,1
2,0.003,4.53,3.13,9,3.7,139.1,3,0,17.1,7,530.0,6,7,1
3,0.024,5.78,3.11,4,4.4,102.9,4,13,81.0,17,1609.0,21,6,1
4,0.372,4.86,3.3,5,4.1,101.7,3,2,27.8,11,2179.0,19,6,2
3,0.052,5.48,2.89,8,3.6,114.4,2,58,29.4,15,847.0,14,2,1
4,0.206,5.19,3.37,4,2.8,93.6,4,86,42.7,22,2820.0,2,8,2
4,0.341,4.86,3.32,15,3.0,27.7,4,49,19.6,18,3792.0,22,1,3
3,1.64,4.82,2.65,7,3.5,144.0,2,77,53.2,12,3874.0,21,3,2
4,1.047,4.74,3.22,10,5.8,145.1,4,62,63.6,21,1386.0,21,9,2
2,0.002,5.16,3.07,3,3.8,97.4,1,97,41.2,5,3666.0,9,12,0
3,0.01,4.86,2.91,8,3.8,66.8,2,58,50.2,13,5627.0,13,5,1
2,0.651,5.17,2.93,6,2.6,49.6,3,79,37.5,9,177.0,8,11,2
2,0.148,4.79,3.02,4,3.9,78.8,4,35,37.5,15,5166.0,18,7,1
4,0.103,4.37,3.23,12,4.1,60.2,1,82,47.3,20,2281.0,23,6,2
3,0.896,5.31,3.37,10,2.3,40.3,1,88,31.4,17,3480.0,20,1,2
2,0.105,5.13,2.96,3,2.5,28.1,3,18,36.1,5,400.0,1,9,1
3,0.036,4.44,3.08,2,3.4,79.7,4,16,87.2,17,3621.0,5,2,1
3,0.058,5.0,2.86,4,4.8,88.1,2,67,60.7,9,3293.0,12,11,1
5,0.418,5.58,2.99,7,2.8,118.8,4,86,36.5,24,5850.0,17,2,2
3,0.03,5.61,3.49,5,3.4,112.6,4,50,40.4,12,4869.0,0,8,1
3,0.206,5.13,3.33,7,2.6,90.7,1,25,20.5,19,3842.0,19,10,1
2,0.135,4.45,2.95,8,2.2,75.0,4,25,26.0,8,4156.0,2,7,1
4,0.261,4.3,3.19,8,2.8,75.9,3,16,69.8,21,4467.0,20,3,2
3,0.001,4.7,3.17,6,4.7,167.9,3,4,60.4,18,5086.0,14,9,1
4,0.209,5.52,3.29,8,5.3,167.1,1,14,39.6,15,1873.0,20,9,1
3,0.094,4.29,2.73,4,3.2,74.3,1,63,62.1,18,3244.0,8,11,1
2,0.407,4.83,3.14,4,3.6,78.3,4,99,54.2,8,4203.0,0,9,1
2,0.166,5.54,3.28,7,2.8,63.9,3,94,44.0,8,3884.0,11,5,1
4,0.63,5.5,2.91,9,4.8,13.7,3,36,30.0,24,4386.0,15,10,3
2,0.096,4.79,3.56,4,3.2,90.6,3,50,24.8,8,1500.0,9,1,1
4,0.066,5.55,2.93,7,5.6,57.3,4,35,47.6,15,3036.0,15,7,2
3,0.204,4.13,3.33,1,3.8,91.1,4,6,70.7,17,3834.0,15,10,1
4,0.225,4.85,2.47,13,3.2,173.8,1,37,29.5,21,2512.0,5,2,2
2,0.455,3.79,3.22,2,3.3,124.0,1,86,69.8,8,1384.0,23,9,0
4,0.651,4.92,2.98,5,5.2,128.6,3,52,95.8,25,4679.0,10,1,2
2,0.283,4.03,3.21,4,2.0,186.0,1,12,33.2,8,1761.0,2,6,0
4,0.618,5.4,2.69,4,2.8,73.8,2,87,44.8,20,102.0,21,8,2
5,1.166,5.15,3.24,8,3.4,65.0,1,22,39.9,20,1041.0,14,5,2
3,0.366,5.1,2.93,3,3.6,502.1,1,19,34.3,18,3399.0,1,3,1
4,0.951,5.0,2.73,8,2.8,90.5,1,82,41.4,21,1798.0,16,1,2
3,0.081,4.86,3.33,7,2.1,84.8,2,76,38.0,13,4650.0,10,4,1
3,0.164,4.51,3.62,7,2.2,78.5,4,34,21.3,24,2390.0,2,9,2
3,0.157,5.23,2.78,7,2.2,58.6,1,37,61.4,18,1276.0,3,5,1
3,0.385,4.83,3.07,7,4.8,110.7,1,74,39.9,20,4634.0,5,11,1
4,1.481,4.75,3.04,9,2.9,114.3,3,93,54.9,24,4782.0,18,12,2
2,0.015,4.21,3.46,8,3.3,98.5,3,9,46.7,7,679.0,14,6,1
4,0.704,5.17,2.93,10,3.6,128.5,2,7,24.8,21,1815.0,1,12,2
3,0.197,4.76,2.98,3,2.4,85.1,3,4,8.4,9,4447.0,17,4,1
2,0.126,5.59,2.58,1,2.9,191.6,2,69,11.4,10,220.0,11,3,0
2,0.268,5.25,3.15,1,3.5,109.1,3,60,41.1,7,5050.0,1,12,0
5,0.115,4.07,3.24,6,5.4,61.0,4,86,52.0,19,2695.0,12,12,2
3,0.092,4.84,3.59,7,2.3,46.1,3,54,55.4,18,4929.0,13,5,2
4,0.132,5.17,3.0,6,5.2,161.8,1,13,72.9,16,1794.0,6,12,1
5,1.316,5.7,2.79,11,4.7,124.4,3,3,43.7,22,1464.0,21,2,3
5,0.784,5.39,3.01,11,3.8,42.8,3,6,30.3,17,1727.0,7,10,3
4,0.031,4.99,3.35,5,5.5,97.5,2,33,14.0,12,2737.0,15,4,1
2,0.417,4.88,3.51,7,2.6,106.4,1,10,56.1,14,6130.0,2,2,1
3,0.36,4.07,2.88,4,2.1,97.8,4,42,54.8,16,1656.0,12,1,2
2,0.402,5.1,2.85,5,2.9,93.1,2,22,24.7,8,4490.0,21,1,1
2,0.051,4.81,3.18,6,3.1,164.8,1,82,23.1,7,4629.0,1,4,0
2,0.764,4.93,2.82,3,3.0,157.7,3,19,8.7,10,1686.0,21,6,1
2,0.434,5.39,3.37,2,2.9,101.5,3,12,14.6,10,2707.0,22,2,0
3,0.078,4.34,3.11,9,4.3,49.3,4,11,20.3,16,1526.0,5,4,2
4,0.874,4.51,2.84,10,5.1,40.9,3,84,49.8,15,3597.0,15,5,3
2,0.337,4.62,2.85,3,3.8,49.5,2,98,11.5,8,4782.0,14,4,1
3,0.008,5.14,2.92,6,3.1,130.8,3,81,35.1,11,1749.0,4,9,1
3,0.23,5.14,2.45,4,3.4,59.2,1,64,65.9,16,2835.0,12,5,1
2,0.282,4.27,2.66,4,3.7,93.7,3,5,46.0,11,3102.0,20,3,1
3,0.01,5.22,2.97,8,2.8,23.1,3,30,39.6,15,787.0,10,2,2
3,0.03,4.6,3.12,5,4.4,113.8,2,4,11.7,16,1273.0,20,3,1
2,0.184,5.71,3.54,5,2.5,153.6,4,57,25.6,9,6337.0,3,2,1
5,1.609,5.93,3.1,15,4.2,100.2,4,51,34.2,22,2941.0,11,8,3
2,0.057,5.02,3.26,5,3.8,122.1,3,94,56.9,7,2136.0,9,2,0
2,0.001,4.11,2.73,5,3.1,98.2,4,24,56.0,12,2162.0,20,3,1
4,0.13,4.36,2.69,7,5.6,216.6,4,39,48.2,28,1277.0,19,12,2
4,0.046,5.64,2.59,10,2.4,82.0,2,22,55.2,26,4466.0,7,7,2
4,0.457,5.87,3.41,8,3.1,96.3,3,70,35.8,22,838.0,10,5,2
3,0.762,5.11,3.02,3,2.1,61.4,2,48,56.5,16,1954.0,9,2,2
4,0.031,5.5,3.59,4,4.9,315.7,2,87,46.6,22,4392.0,12,3,1
3,0.184,4.26,2.8,5,4.6,97.7,2,28,57.7,12,793.0,3,11,1
3,0.051,4.05,3.09,4,3.7,62.4,1,38,44.6,18,1380.0,21,10,1
3,0.122,4.86,3.29,6,4.4,102.6,2,73,37.4,9,5137.0,23,11,1
3,0.007,5.59,3.12,4,3.7,96.4,3,32,55.2,23,3552.0,16,8,1
3,0.271,4.53,2.99,6,4.4,140.1,3,29,25.3,16,654.0,5,12,1
4,0.606,5.31,3.65,7,3.3,89.6,1,61,35.9,15,1966.0,18,7,2
5,0.0,5.07,3.34,11,2.8,30.1,4,59,57.4,21,177.0,14,5,3
2,0.006,4.99,3.09,5,3.5,163.3,1,7,61.8,11,1018.0,6,10,0
5,0.944,5.18,2.71,10,3.6,102.1,2,4,41.0,30,766.0,3,12,2
5,0.033,4.82,2.83,12,6.9,51.4,4,76,24.3,17,2261.0,2,8,3
2,0.045,4.95,2.78,2,3.3,102.1,3,28,81.5,10,2118.0,6,1,0
4,0.505,5.11,2.8,6,4.0,82.8,1,83,34.4,16,2120.0,3,6,2
3,0.004,4.84,3.27,7,2.5,111.8,2,84,31.5,15,3757.0,0,10,1
3,0.601,5.92,3.1,1,2.6,44.6,3,70,49.5,16,5277.0,11,2,2
3,0.286,4.45,2.44,5,2.4,86.6,2,98,25.8,16,5063.0,9,4,1
4,0.156,4.3,2.69,9,4.9,289.4,2,51,66.4,27,2218.0,12,8,1
5,0.798,4.88,3.84,7,4.0,48.9,2,89,67.2,26,1926.0,1,3,3
2,0.07,5.21,2.94,4,2.5,90.5,1,23,59.0,14,2179.0,1,1,0
3,0.001,5.28,3.14,5,2.3,128.2,1,12,91.6,14,4224.0,4,1,1
4,0.843,5.05,2.95,12,4.0,133.7,3,76,34.7,24,1291.0,16,8,2
3,0.02,4.52,3.04,5,3.9,207.7,2,92,9.9,24,1199.0,9,9,1
5,1.587,4.81,2.98,13,6.0,99.8,3,86,48.9,24,5440.0,7,2,3
2,0.253,4.9,3.2,4,3.3,148.3,3,6,40.2,12,1478.0,18,11,0
2,0.151,4.84,3.01,4,3.1,126.0,1,89,13.8,16,4109.0,11,8,0
2,0.209,5.26,3.04,4,4.0,104.8,1,68,72.9,14,4561.0,3,1,0
3,0.097,4.18,2.85,5,4.5,47.1,1,10,41.4,8,3505.0,1,8,1
5,0.075,5.26,3.03,10,4.9,100.5,2,65,77.6,22,4413.0,15,3,2
3,0.123,5.81,2.99,5,2.7,101.5,4,57,39.8,19,4011.0,15,4,1
3,0.168,5.42,2.95,5,3.1,114.7,3,17,34.5,16,3209.0,15,3,1
2,0.394,4.42,3.08,5,3.4,78.6,2,40,20.8,6,2806.0,13,3,1
3,0.523,5.05,2.76,7,3.6,91.4,1,7,27.6,16,4472.0,13,4,2
4,0.766,4.34,3.61,7,4.0,46.9,4,36,45.5,18,5232.0,13,11,3
4,0.138,4.96,3.11,4,4.8,156.9,1,59,42.2,19,2231.0,9,2,1
5,0.258,4.93,3.36,5,5.5,127.3,2,85,13.7,35,321.0,6,2,1
2,0.152,3.95,2.94,1,3.4,39.3,1,55,50.7,15,4634.0,1,1,0
2,0.315,5.77,2.84,3,2.2,32.7,1,44,33.7,7,4362.0,4,5,1
4,0.111,4.59,3.02,13,5.0,174.6,3,15,63.1,20,5042.0,22,9,2
2,0.002,5.31,3.3,3,3.1,123.8,3,59,66.4,10,4197.0,21,9,0
2,0.206,4.85,2.82,5,3.3,57.6,2,21,92.2,11,3855.0,13,10,0
3,0.039,4.86,2.87,2,4.8,92.4,1,89,42.0,8,2389.0,12,3,1
3,0.392,5.3,3.06,4,2.4,151.3,1,19,51.1,13,1568.0,4,3,1
2,0.031,5.51,2.75,2,3.3,107.9,1,77,60.4,10,4259.0,4,3,0
3,0.389,4.76,2.87,4,2.2,63.8,2,54,36.0,14,4181.0,20,11,1
5,1.213,5.62,3.22,13,3.4,52.0,4,10,19.9,22,3621.0,14,2,3
3,0.274,4.9,2.97,6,2.1,119.4,3,31,10.1,14,1069.0,11,5,1
3,0.222,5.37,2.7,8,3.9,53.1,4,86,52.7,13,3498.0,16,7,2
3,0.232,4.59,3.16,5,2.7,115.8,1,72,36.7,20,4838.0,4,8,1
3,0.031,5.08,3.66,7,2.8,72.1,3,88,59.8,21,4539.0,18,6,2
3,0.415,4.38,2.56,7,2.6,34.6,2,79,62.6,8,4631.0,23,9,2
