rainfall_mm,rainfall_7day_avg,rainfall_intensity,river_level_m,river_level_change,soil_moisture_percent,elevation_m,temperature_celsius,humidity_percent,wind_speed_kmh,distance_to_river_km,month,risk_level
87.7,94.68,3.65,6.67,0.037,76.6,194.1,34.3,83.3,33.2,8.0,2,1
43.89,33.14,1.83,2.64,0.003,64.1,198.2,26.7,64.2,34.8,16.83,5,0
201.38,151.09,8.39,11.23,0.193,95.0,47.5,34.2,95.0,13.4,2.46,9,3
107.37,115.51,4.47,6.25,0.068,76.5,230.1,26.6,75.0,32.1,7.75,9,1
28.54,24.33,1.19,5.73,0.007,64.5,180.4,34.5,80.6,22.1,8.81,12,0
54.3,60.61,2.26,5.3,0.035,68.5,341.4,27.5,86.5,27.8,7.0,7,0
60.53,66.77,2.52,5.32,0.115,72.7,310.6,32.1,82.9,16.8,9.98,12,1
63.57,49.66,2.65,8.15,0.076,68.9,170.1,31.5,66.0,15.8,10.41,5,1
21.25,17.93,0.89,5.62,0.045,66.7,58.9,29.9,64.1,12.5,9.88,12,0
52.11,40.96,2.17,8.69,0.033,72.2,161.9,32.7,79.6,20.7,6.62,11,1
9.09,7.43,0.38,3.89,0.052,44.0,215.6,21.6,75.0,38.6,15.83,11,0
38.13,38.96,1.59,3.09,-0.015,58.1,100.9,25.1,81.4,28.9,5.56,2,0
15.48,11.19,0.64,8.78,0.063,55.6,234.7,29.7,63.0,34.0,8.53,11,0
27.25,37.13,1.14,6.5,0.126,56.3,166.6,30.5,65.1,25.1,9.72,2,0
13.18,19.52,0.55,3.53,-0.024,47.6,771.6,25.1,71.9,26.6,10.34,1,0
53.76,49.68,2.24,7.15,0.027,61.9,188.4,23.6,62.2,26.0,3.99,9,1
13.46,15.85,0.56,6.5,-0.029,47.0,358.4,34.1,65.0,27.3,8.9,4,0
50.4,74.2,2.1,8.48,0.095,64.8,265.1,34.3,64.5,18.8,6.9,4,1
51.45,37.14,2.14,4.58,0.077,75.3,99.5,28.7,82.9,27.5,5.09,11,0
56.21,49.67,2.34,5.9,0.082,77.0,156.9,31.6,84.3,21.9,11.2,1,1
12.51,9.36,0.52,7.26,0.05,58.9,142.7,26.7,71.2,30.6,5.16,10,0
218.44,216.41,9.1,7.15,0.137,95.0,414.2,28.5,95.0,20.1,5.96,8,2
34.46,31.55,1.44,2.88,0.012,65.4,352.9,31.0,62.8,30.3,9.32,2,0
29.58,30.65,1.23,8.66,0.048,59.0,483.5,27.3,73.5,12.2,6.8,2,0
6.52,5.59,0.27,4.27,0.024,49.9,440.8,31.6,75.4,19.7,11.37,4,0
20.32,28.46,0.85,5.88,-0.014,59.4,298.0,26.2,54.2,18.8,15.87,5,0
55.57,67.76,2.32,9.32,0.066,62.2,255.1,29.8,83.1,20.2,4.1,5,1
38.94,50.36,1.62,8.42,0.046,66.1,154.5,23.6,72.7,6.2,13.28,3,0
663.36,468.56,27.64,13.82,0.445,95.0,140.8,25.3,95.0,28.9,10.61,6,2
61.57,44.94,2.57,6.69,-0.016,63.1,160.5,26.5,71.6,17.0,4.53,1,0
58.12,78.23,2.42,8.96,0.115,66.6,311.2,33.7,87.5,20.8,3.54,3,1
211.29,224.48,8.8,10.87,0.192,95.0,175.9,28.3,95.0,45.8,11.28,8,2
56.48,40.16,2.35,5.93,0.047,74.4,256.8,34.8,74.2,18.2,2.41,3,1
69.73,52.97,2.91,7.14,0.088,82.7,62.2,32.0,72.2,22.3,8.78,4,1
80.47,117.97,3.35,5.25,0.066,68.3,150.8,33.0,91.5,21.4,8.78,11,0
18.36,22.56,0.76,4.42,0.062,59.1,129.2,23.8,67.4,25.8,3.37,5,0
242.67,244.64,10.11,11.99,0.262,95.0,93.2,30.1,95.0,26.7,5.17,8,2
41.88,38.71,1.75,7.44,0.099,69.5,90.6,22.6,81.8,10.6,9.54,2,0
341.44,482.49,14.23,15.5,0.341,95.0,293.3,23.7,95.0,15.9,8.21,7,2
5.49,7.37,0.23,6.57,-0.015,53.5,256.1,28.9,75.9,17.3,6.74,2,0
125.16,109.82,5.22,6.05,0.093,82.4,260.8,23.2,88.6,16.5,15.22,6,1
256.29,308.54,10.68,6.7,0.187,95.0,179.9,32.8,95.0,18.8,5.44,9,2
34.22,28.65,1.43,5.69,0.036,68.2,232.1,31.7,68.9,15.1,9.43,4,0
21.13,23.38,0.88,2.05,-0.031,52.3,295.0,26.3,55.3,19.8,5.95,3,0
200.28,177.54,8.34,12.42,0.246,95.0,181.3,25.8,95.0,13.3,11.35,6,2
179.85,156.1,7.49,7.0,0.15,95.0,115.5,33.5,89.9,15.8,16.43,9,2
48.74,47.39,2.03,7.0,0.079,57.4,369.6,28.8,66.3,25.0,11.45,2,0
56.73,63.04,2.36,10.35,0.105,73.8,120.9,29.2,88.7,17.1,6.27,11,1
31.96,44.54,1.33,4.23,0.03,53.3,385.0,20.2,61.9,17.7,14.73,11,0
58.21,59.4,2.43,6.3,0.079,78.0,401.2,21.7,85.5,18.9,16.75,12,1
63.21,50.12,2.63,3.35,0.008,79.2,140.3,25.9,70.1,53.5,2.24,10,1
58.49,76.23,2.44,4.75,0.105,77.6,112.1,25.9,84.2,9.2,2.72,2,1
43.01,40.08,1.79,0.4,-0.084,57.1,257.8,28.9,81.3,16.3,11.46,3,0
121.87,122.94,5.08,8.13,0.099,92.6,518.9,26.2,76.1,22.7,6.31,9,2
54.85,69.92,2.29,7.19,0.031,61.3,437.8,27.3,86.6,8.1,12.95,5,1
153.89,187.43,6.41,10.63,0.22,95.0,269.1,28.4,95.0,34.7,21.25,9,2
327.53,446.97,13.65,10.53,0.254,95.0,127.4,24.2,95.0,29.4,8.74,6,2
215.56,168.57,8.98,9.05,0.231,95.0,91.0,22.3,95.0,27.9,7.87,6,2
350.14,492.65,14.59,11.71,0.265,95.0,171.9,28.7,95.0,36.7,10.47,6,2
37.15,33.94,1.55,4.96,-0.08,63.2,167.7,32.4,80.1,33.1,9.77,5,0
84.91,98.73,3.54,2.3,-0.002,86.6,240.7,29.3,95.0,18.4,5.25,12,1
135.1,113.73,5.63,8.81,0.087,86.3,183.2,23.9,95.0,14.0,4.18,6,2
25.3,29.21,1.05,6.3,0.033,62.8,586.4,28.0,78.4,26.4,7.86,5,0
41.72,62.5,1.74,2.79,0.018,56.6,123.8,27.8,73.2,7.3,12.69,2,0
59.65,73.76,2.49,4.19,-0.003,69.7,256.5,19.7,86.0,22.8,11.38,8,0
21.99,25.73,0.92,3.56,-0.021,62.3,171.2,27.1,77.8,8.5,6.7,7,0
240.12,170.65,10.01,8.46,0.193,95.0,279.0,26.3,95.0,11.5,8.76,7,2
117.79,89.97,4.91,4.01,0.079,88.6,111.6,24.7,95.0,49.0,3.96,8,1
78.63,100.98,3.28,6.64,0.09,79.5,122.9,23.5,85.5,18.3,8.46,12,1
301.38,286.2,12.56,11.63,0.203,95.0,184.1,27.8,95.0,25.9,6.28,9,2
340.03,301.16,14.17,11.11,0.343,95.0,123.4,27.7,95.0,12.0,13.99,6,2
29.25,33.15,1.22,6.1,-0.006,64.8,124.0,30.1,67.4,7.2,6.82,10,0
361.82,406.02,15.08,16.34,0.362,95.0,126.2,31.1,95.0,13.4,2.37,8,2
15.33,12.15,0.64,8.88,0.049,58.0,69.0,29.8,71.4,11.5,10.53,10,0
72.12,72.82,3.01,3.39,0.053,72.1,348.4,29.7,79.4,36.2,4.68,3,0
73.41,107.5,3.06,5.97,0.026,78.1,293.7,31.8,70.8,32.4,8.97,12,1
110.09,125.7,4.59,5.93,0.141,92.1,76.0,33.7,92.3,12.2,4.95,7,1
130.26,122.59,5.43,11.15,0.132,95.0,79.5,33.7,95.0,59.0,7.15,9,2
154.62,188.82,6.44,6.13,0.13,95.0,219.2,33.9,90.0,28.2,2.54,8,2
36.44,43.17,1.52,4.75,0.076,71.6,294.7,26.9,58.3,16.8,10.19,3,0
15.58,15.07,0.65,6.29,0.022,56.8,271.4,33.7,79.5,12.4,8.24,8,0
48.72,48.97,2.03,4.62,0.027,63.0,97.2,26.8,78.5,20.3,12.21,11,0
53.12,52.17,2.21,3.43,-0.025,75.6,98.3,26.5,67.1,16.0,10.51,1,0
38.42,40.35,1.6,2.19,0.001,54.1,249.7,34.7,62.5,21.8,10.02,2,0
16.31,15.39,0.68,6.29,0.092,59.6,180.9,35.6,74.7,20.5,5.1,10,0
46.03,33.56,1.92,5.32,0.082,63.0,138.5,29.4,85.5,11.6,7.41,4,0
94.75,136.82,3.95,11.4,0.17,83.0,47.1,28.1,80.5,30.3,12.89,9,2
72.89,101.42,3.04,8.86,0.037,77.0,243.6,24.3,93.4,13.7,8.73,5,1
101.86,131.88,4.24,6.31,0.059,92.5,365.7,26.9,95.0,33.9,8.95,8,1
22.09,16.1,0.92,5.43,0.072,48.8,152.1,33.3,75.8,10.6,5.62,4,0
31.04,44.38,1.29,2.93,-0.001,55.8,369.6,20.5,62.8,15.2,5.85,1,0
25.32,18.78,1.06,5.48,0.025,49.9,202.7,34.8,66.2,25.4,1.25,5,0
38.12,36.72,1.59,6.19,0.066,56.7,95.9,29.0,78.6,21.7,6.82,11,0
52.57,43.84,2.19,4.36,-0.005,61.7,122.9,20.6,61.8,20.6,12.12,2,0
22.92,18.06,0.95,7.92,0.06,48.5,89.5,22.7,73.1,16.7,3.28,7,0
39.76,43.28,1.66,4.36,0.051,53.9,234.7,35.4,75.5,23.2,4.28,2,0
32.6,48.58,1.36,5.82,0.012,66.0,171.1,33.0,67.2,18.0,6.12,12,0
42.55,56.34,1.77,7.43,0.057,63.1,196.1,20.2,83.2,9.8,11.39,2,0
271.49,304.72,11.31,8.31,0.237,95.0,34.4,26.8,95.0,23.2,2.0,7,2
161.04,190.51,6.71,11.9,0.209,95.0,148.6,27.9,89.2,16.8,12.09,9,2
63.18,48.9,2.63,8.45,0.107,79.4,240.8,26.8,85.3,22.4,6.0,11,1
76.18,55.01,3.17,8.53,0.119,77.1,419.2,29.5,66.0,19.1,3.45,8,1
16.22,15.17,0.68,4.0,0.079,62.7,260.8,27.4,54.9,27.0,7.17,2,0
16.93,17.9,0.71,7.77,0.022,63.7,257.3,29.3,57.2,17.2,9.22,2,0
42.47,34.11,1.77,7.42,0.025,68.3,157.3,30.7,79.8,27.8,2.0,11,1
205.96,303.42,8.58,12.1,0.199,95.0,54.3,31.9,95.0,10.1,13.28,8,2
49.69,40.97,2.07,3.39,0.009,72.1,37.0,29.2,89.6,36.1,5.81,1,0
221.53,294.41,9.23,7.67,0.168,95.0,114.6,27.2,95.0,14.1,11.33,8,2
50.52,75.51,2.1,7.74,-0.006,58.1,329.8,34.0,85.1,7.5,0.77,10,1
183.21,212.65,7.63,9.96,0.176,95.0,262.3,31.0,95.0,28.4,2.83,9,2
31.73,44.93,1.32,6.33,-0.042,62.4,134.0,28.8,80.5,9.4,10.85,11,0
49.89,58.91,2.08,6.77,0.022,74.8,192.8,27.6,70.2,21.3,2.82,9,1
237.0,283.33,9.87,8.07,0.2,95.0,419.3,31.1,95.0,21.1,10.29,8,2
38.21,45.59,1.59,6.73,0.019,69.9,423.8,30.9,86.2,20.1,8.78,12,0
44.01,59.89,1.83,5.05,0.013,66.2,106.6,31.8,83.1,8.3,8.4,5,0
51.74,49.88,2.16,3.74,0.03,66.2,257.5,26.5,82.7,24.0,4.01,4,0
160.67,230.28,6.69,8.15,0.172,95.0,247.3,27.5,91.9,26.7,7.67,8,2
191.63,135.7,7.98,11.6,0.226,95.0,255.0,22.7,95.0,28.5,7.34,8,2
28.54,40.51,1.19,5.18,0.022,49.6,72.5,33.9,60.5,17.5,9.21,3,0
46.2,33.92,1.92,6.05,0.144,70.0,199.9,30.4,82.1,12.3,14.42,5,0
51.28,45.29,2.14,7.77,0.081,61.3,184.9,22.8,80.6,9.7,15.25,10,1
69.2,86.57,2.88,3.88,0.044,82.9,168.2,28.2,80.9,18.9,3.49,10,0
129.63,124.59,5.4,8.77,0.112,91.2,218.7,30.5,88.7,34.2,10.26,6,2
33.79,28.68,1.41,6.61,0.022,54.8,308.8,26.0,83.6,45.8,8.2,2,0
4.74,3.4,0.2,3.39,-0.05,57.3,197.8,26.8,79.8,16.9,3.42,12,0
107.13,140.09,4.46,9.62,0.102,86.1,193.4,28.7,95.0,7.1,7.72,9,2
104.09,78.01,4.34,6.93,0.126,79.4,32.9,29.9,95.0,10.2,10.64,4,1
66.09,98.77,2.75,2.52,-0.006,78.3,319.9,32.7,63.9,14.7,3.52,4,0
35.7,25.3,1.49,8.21,0.062,57.2,40.5,25.7,60.4,12.2,16.28,4,1
7.24,7.46,0.3,4.52,-0.049,59.6,224.6,31.3,56.3,6.7,2.51,1,0
31.73,33.92,1.32,4.48,0.021,70.1,169.3,28.4,58.6,15.5,10.1,2,0
158.67,123.46,6.61,9.63,0.112,95.0,90.7,30.8,95.0,19.2,12.66,6,2
19.98,15.11,0.83,8.36,0.043,53.7,129.7,25.1,62.6,20.8,12.1,3,0
134.72,128.34,5.61,7.13,0.049,87.1,172.7,23.1,88.1,15.2,7.86,7,2
50.74,59.75,2.11,5.59,0.08,68.0,85.8,31.8,70.3,30.8,3.33,5,0
32.41,45.4,1.35,5.67,0.08,63.5,89.7,26.4,56.6,26.2,10.82,10,0
69.47,99.88,2.89,7.83,0.049,76.0,117.7,21.8,76.4,26.2,11.59,12,1
27.17,30.89,1.13,6.64,-0.006,51.3,221.3,33.1,77.6,37.9,4.89,2,0
37.43,50.5,1.56,2.49,-0.038,67.9,221.6,21.5,66.0,19.0,5.32,5,0
5.54,6.53,0.23,4.44,-0.025,50.9,96.1,27.9,61.7,27.5,4.41,12,0
16.4,17.44,0.68,8.93,0.053,59.9,32.0,32.8,82.9,21.7,2.43,1,1
20.27,23.21,0.84,10.25,0.095,52.6,126.7,20.7,55.3,23.3,10.33,6,1
39.19,54.71,1.63,5.94,0.001,61.5,140.3,29.1,72.6,24.4,14.84,3,0
160.44,187.57,6.69,6.75,0.1,95.0,234.5,30.1,85.2,18.3,12.23,8,1
181.46,159.52,7.56,8.75,0.107,95.0,208.7,22.7,95.0,25.6,6.02,7,2
70.34,91.89,2.93,1.4,-0.046,70.2,161.1,23.2,70.5,11.9,2.77,10,1
209.53,274.21,8.73,8.79,0.169,95.0,117.2,22.8,95.0,23.1,9.87,9,2
23.85,31.99,0.99,3.57,-0.04,59.0,87.5,34.7,84.2,26.4,12.86,4,0
160.11,119.76,6.67,7.19,0.115,95.0,310.4,25.2,95.0,26.7,4.55,8,2
18.35,20.17,0.76,6.18,0.101,61.7,172.9,28.8,59.6,16.3,6.02,1,0
65.78,88.6,2.74,5.43,0.02,63.0,79.9,26.9,78.2,20.3,4.58,7,0
9.67,13.41,0.4,6.35,0.035,59.7,123.6,30.3,62.9,21.5,6.43,12,0
31.03,38.34,1.29,5.04,0.035,68.9,51.9,29.1,70.2,22.9,7.62,12,0
22.08,29.64,0.92,4.49,0.035,54.8,58.3,32.7,71.7,23.0,14.87,5,0
170.43,233.04,7.1,7.32,0.091,95.0,198.4,31.1,95.0,20.6,7.04,6,2
86.69,77.43,3.61,7.85,0.053,79.8,226.4,28.3,69.6,23.1,9.57,10,1
58.45,63.38,2.44,9.34,0.104,61.5,244.6,26.6,79.8,17.2,9.51,12,1
85.16,104.42,3.55,5.62,0.089,84.9,174.1,32.4,84.6,20.3,1.86,5,1
32.88,38.54,1.37,7.52,0.092,69.3,205.8,31.5,75.2,24.2,6.9,11,0
57.24,54.21,2.39,4.78,0.015,63.4,211.6,28.6,76.9,24.4,18.01,1,0
35.24,36.39,1.47,5.62,-0.01,61.7,250.5,29.8,63.4,13.6,4.02,12,0
37.75,30.46,1.57,4.69,0.06,70.7,123.0,28.3,86.1,24.3,9.24,10,0
29.53,25.01,1.23,7.02,0.038,68.6,26.1,28.3,79.9,24.5,11.41,11,1
6.6,9.23,0.28,5.51,0.012,42.5,158.1,24.9,59.2,14.5,8.74,2,0
33.18,33.69,1.38,3.79,0.034,57.1,683.4,24.0,64.0,20.1,7.19,2,0
39.56,56.56,1.65,9.2,0.075,54.5,285.9,27.1,87.5,14.5,5.56,5,0
47.82,57.0,1.99,4.59,0.051,71.0,315.9,29.3,66.3,29.3,6.14,12,0
68.26,85.75,2.84,8.42,0.105,67.2,211.4,33.5,76.4,24.2,5.08,4,1
109.02,95.25,4.54,7.12,0.108,77.9,147.0,28.3,95.0,14.9,14.27,9,1
98.01,98.59,4.08,9.87,0.1,79.9,226.1,22.1,76.2,24.0,9.2,6,1
46.21,63.51,1.93,7.86,0.063,62.1,148.4,29.4,76.9,18.3,4.86,1,0
172.63,167.14,7.19,5.94,0.078,95.0,199.1,24.9,93.0,11.1,5.49,7,1
179.54,182.51,7.48,11.55,0.162,95.0,161.1,31.7,95.0,20.2,8.07,8,2
232.58,319.26,9.69,11.94,0.218,95.0,210.3,26.7,95.0,16.9,7.52,9,2
122.38,85.97,5.1,6.12,0.035,91.1,297.1,24.7,88.8,9.6,12.68,7,1
55.32,78.07,2.31,7.72,0.025,63.7,229.3,24.0,73.8,26.4,8.21,7,1
27.36,28.33,1.14,5.5,-0.008,57.6,114.0,39.2,76.8,21.7,3.6,7,0
59.63,72.27,2.48,8.15,0.052,64.6,176.1,27.5,85.6,26.8,8.76,1,1
40.56,48.64,1.69,6.83,0.061,66.6,258.6,28.7,76.6,14.7,9.03,12,0
33.51,47.93,1.4,1.61,-0.046,62.3,121.2,31.2,67.3,11.7,10.13,6,0
65.82,51.53,2.74,5.07,0.098,67.0,202.2,33.0,65.6,12.1,10.21,10,0
110.72,156.3,4.61,6.03,0.124,90.5,360.1,20.2,95.0,8.5,9.66,6,1
40.99,39.27,1.71,5.18,0.071,59.2,346.8,31.6,80.0,16.3,5.83,10,0
52.22,55.99,2.18,6.9,0.033,68.0,387.4,32.3,60.7,13.4,8.33,10,0
21.62,18.2,0.9,4.95,0.05,63.2,137.5,29.5,78.5,12.9,3.54,5,0
28.94,23.58,1.21,5.93,0.075,59.0,153.6,31.4,65.4,23.5,14.63,12,0
48.54,71.32,2.02,6.38,0.089,62.9,78.9,28.6,69.6,26.9,8.9,2,0
27.76,40.98,1.16,6.99,-0.011,59.8,199.3,23.6,76.2,18.3,12.51,4,0
164.05,167.15,6.84,5.09,0.122,95.0,209.3,29.5,92.5,23.9,5.72,9,1
12.08,17.59,0.5,4.45,0.006,48.4,50.3,28.8,81.1,37.2,16.61,4,0
23.82,31.7,0.99,8.98,0.063,61.0,506.6,25.1,67.1,13.9,13.2,3,0
62.54,64.72,2.61,6.41,0.052,66.7,289.7,26.4,89.5,26.5,11.35,10,0
207.97,272.18,8.67,8.64,0.105,95.0,393.2,25.4,95.0,22.1,4.61,9,2
7.18,10.18,0.3,5.27,0.003,55.8,140.0,23.8,65.4,24.6,7.36,4,0
7.84,11.33,0.33,3.66,0.021,49.6,385.3,19.8,57.9,15.9,2.56,3,0
59.24,83.69,2.47,8.59,0.026,65.9,148.3,27.6,76.1,8.7,2.1,5,1
206.48,212.68,8.6,10.52,0.23,95.0,239.1,22.2,95.0,16.7,3.08,7,2
40.45,47.54,1.69,3.54,0.045,59.8,134.8,31.5,59.1,24.3,10.52,3,0
64.1,94.42,2.67,6.89,-0.007,61.4,582.0,28.5,84.7,28.8,7.52,3,0
35.12,24.91,1.46,6.45,0.043,56.9,244.9,26.1,65.0,21.2,5.91,4,0
197.92,195.28,8.25,9.17,0.135,95.0,366.7,28.4,95.0,17.4,6.86,7,2
65.37,62.9,2.72,3.08,-0.027,79.1,201.3,30.0,63.5,15.5,12.86,2,0
21.97,21.88,0.92,5.64,0.019,60.4,173.9,26.4,65.3,18.7,20.25,12,0
114.58,120.43,4.77,6.9,0.097,87.0,136.5,21.8,95.0,39.5,10.88,6,1
7.39,5.86,0.31,3.72,0.05,55.4,270.4,34.7,68.9,32.7,7.11,10,0
58.21,53.93,2.43,6.5,0.045,61.3,317.3,25.8,62.9,14.8,7.38,11,0
72.5,55.53,3.02,11.06,0.152,73.6,335.7,33.9,84.1,21.3,10.66,4,1
33.54,25.44,1.4,4.39,-0.003,61.4,516.0,28.1,65.3,57.3,7.67,3,0
150.28,180.95,6.26,9.01,0.083,95.0,313.5,31.5,95.0,20.3,4.14,6,2
59.15,43.8,2.46,4.94,0.016,71.4,121.1,29.3,81.8,23.3,6.26,5,0
192.88,138.99,8.04,10.71,0.17,95.0,128.6,25.3,95.0,14.9,8.18,8,2
79.8,66.65,3.32,2.92,0.028,79.3,150.4,26.3,66.0,18.3,8.11,9,0
59.07,72.36,2.46,4.74,0.048,62.7,354.0,24.4,71.8,17.0,4.16,11,0
48.02,52.22,2.0,8.99,0.079,63.3,221.7,31.9,63.6,6.4,4.97,7,0
59.62,42.42,2.48,8.57,0.054,74.9,136.3,30.3,79.3,30.7,11.91,4,1
41.1,45.45,1.71,8.22,0.039,63.3,168.0,26.6,87.2,26.8,7.14,3,0
171.23,164.15,7.13,7.62,0.131,95.0,94.1,31.2,95.0,19.0,4.26,7,2
35.84,33.61,1.49,4.61,0.013,56.7,102.6,25.3,85.4,13.3,5.34,11,0
54.59,42.5,2.27,5.42,0.046,70.6,199.5,28.6,62.9,30.3,15.51,7,1
95.48,75.13,3.98,9.93,0.136,90.3,216.8,22.0,73.9,10.0,9.41,3,1
33.04,36.97,1.38,4.78,-0.008,66.3,240.2,23.9,82.1,26.8,8.57,12,0
151.82,191.66,6.33,5.91,0.076,95.0,157.3,24.5,82.6,23.3,10.01,6,1
65.86,83.0,2.74,4.2,0.078,70.0,275.0,29.9,88.0,22.1,7.96,5,0
253.24,349.47,10.55,8.18,0.195,95.0,257.2,27.3,95.0,15.5,8.06,8,2
52.7,42.5,2.2,4.0,0.04,60.5,304.8,33.7,62.2,30.2,3.99,1,0
76.33,69.37,3.18,7.66,0.028,69.4,241.0,23.0,72.8,23.3,3.93,12,1
204.37,194.13,8.52,10.87,0.208,95.0,150.3,23.6,95.0,25.3,3.36,6,2
40.53,48.58,1.69,5.16,0.031,71.5,206.8,33.0,80.2,23.0,20.18,4,0
199.44,244.85,8.31,10.06,0.146,95.0,336.1,26.1,95.0,22.9,3.19,8,2
28.47,42.58,1.19,3.74,-0.013,63.0,133.3,26.5,70.5,30.3,8.73,2,0
97.43,102.67,4.06,3.17,0.037,80.8,205.8,24.7,89.4,24.1,6.63,3,0
72.48,52.74,3.02,3.89,0.071,83.3,100.1,32.7,80.0,31.3,6.57,5,0
44.57,65.35,1.86,5.07,0.045,59.3,289.3,34.4,60.5,20.5,5.72,10,0
24.4,20.24,1.02,5.08,-0.048,67.1,149.9,30.0,83.7,38.3,10.23,12,0
13.3,12.75,0.55,6.0,-0.046,61.6,215.6,26.3,64.1,13.5,5.69,11,0
71.93,64.26,3.0,6.05,0.071,80.4,199.0,25.5,77.1,32.3,5.41,7,1
16.39,15.44,0.68,8.26,0.045,54.6,131.6,32.4,68.1,7.2,3.88,4,0
40.44,53.31,1.69,9.12,0.052,61.8,333.6,25.1,67.7,9.4,3.48,4,0
153.37,120.5,6.39,8.66,0.087,92.8,241.8,31.2,92.7,27.7,4.38,6,2
110.84,166.23,4.62,5.79,0.056,86.4,234.2,25.9,86.1,19.4,12.78,8,1
64.39,75.95,2.68,10.55,0.131,77.0,197.2,31.9,73.4,11.8,3.79,6,1
195.6,264.8,8.15,11.03,0.154,95.0,243.7,37.6,95.0,10.3,2.18,7,2
17.6,25.27,0.73,4.83,0.009,64.9,395.5,30.4,80.9,26.1,4.33,5,0
124.03,138.88,5.17,3.64,0.056,81.8,192.1,26.3,86.9,71.4,14.41,7,1
61.07,43.81,2.54,9.25,0.075,61.6,20.3,23.0,63.7,24.8,8.98,11,1
83.18,114.28,3.47,4.26,0.03,81.3,157.4,26.9,92.3,18.8,4.94,6,0
64.15,82.98,2.67,6.75,0.044,80.4,152.4,33.0,79.9,32.2,4.34,5,1
43.29,63.71,1.8,5.85,0.105,70.9,192.8,30.9,85.5,43.3,5.72,3,0
25.78,37.41,1.07,7.57,0.064,62.1,138.5,33.9,57.2,19.6,9.61,1,0
50.46,60.86,2.1,9.04,0.047,59.7,20.4,27.8,75.5,14.9,3.16,3,1
51.99,67.91,2.17,8.23,0.09,67.5,260.1,22.2,79.2,33.1,2.91,3,1
75.44,94.66,3.14,3.45,0.045,77.8,406.9,25.3,90.2,16.5,4.47,6,0
26.09,25.21,1.09,7.42,0.025,57.5,103.9,28.5,82.3,22.0,10.29,4,0
66.95,85.15,2.79,10.3,0.105,81.2,124.8,29.1,77.7,22.6,2.1,10,2
61.55,66.85,2.56,3.68,0.028,71.6,63.0,29.0,67.5,15.0,2.96,8,1
16.85,22.54,0.7,7.44,0.107,59.0,411.7,32.3,80.0,22.4,16.64,4,0
93.04,102.05,3.88,8.92,0.072,79.4,194.1,29.4,84.3,11.9,5.41,2,1
60.47,59.23,2.52,2.67,0.016,69.6,194.6,31.4,69.1,20.1,10.55,3,0
81.92,111.2,3.41,3.27,-0.024,75.6,91.0,27.7,80.3,21.7,8.74,10,0
17.4,13.34,0.72,6.16,0.062,53.8,218.6,31.2,82.5,31.1,9.26,1,0
70.13,92.46,2.92,9.74,0.095,75.8,221.5,27.4,69.3,30.2,11.77,10,1
38.87,43.35,1.62,2.13,-0.004,67.8,240.2,24.7,67.5,34.3,5.33,2,0
185.21,138.34,7.72,4.83,0.086,95.0,51.0,27.9,87.2,20.7,7.42,1,1
119.33,133.84,4.97,9.52,0.102,93.4,137.0,24.6,93.3,48.1,4.37,1,2
145.3,198.47,6.05,4.8,0.112,95.0,191.6,27.6,87.3,13.7,10.17,6,1
30.27,21.95,1.26,4.25,-0.041,56.7,134.1,27.0,60.6,15.0,8.11,3,0
54.96,54.94,2.29,6.71,0.097,66.6,228.3,26.5,70.4,24.9,3.18,12,0
96.1,107.19,4.0,6.56,0.078,77.9,157.6,28.5,95.0,25.2,9.29,7,1
319.97,225.8,13.33,10.25,0.277,95.0,83.3,30.9,95.0,22.5,4.95,6,2
112.92,120.51,4.71,8.57,0.135,88.8,363.8,27.6,88.2,24.8,4.92,9,2
202.82,251.76,8.45,9.64,0.198,95.0,42.1,24.3,95.0,32.0,2.93,8,2
51.93,58.98,2.16,6.55,0.093,68.6,91.5,27.1,89.1,10.6,4.95,4,0
23.44,20.51,0.98,8.12,0.049,58.9,245.0,29.2,72.4,31.4,13.78,11,0
88.47,69.32,3.69,9.44,0.095,81.0,83.6,22.4,69.3,19.0,13.73,7,1
